MD,TVD,RPMA,WOBA,MFIA,MDIA,MDOA,HKLA,TQA,SPPA,BDTI,ROPA
197.151,197.1467736,150.00000000000006,2.29436137952637,3035.86256988,1.40000001204196,1.42000000023135,96.4518815568,3.25260725804703,20441.0003658137,7.148,9.1260168
197.22600000000003,197.2397376,150.00000000000006,2.29436137952637,3035.86256988,1.40000001204196,1.42000000023135,96.44598485599,2.60452627874462,20441.0003658137,7.155,7.4992992
197.25100000000003,197.2656456,150.00000000000003,2.29436137952637,3035.86256988,1.40000001204196,1.42000000023135,96.44598485599,2.60452627874462,20441.0003658137,7.155,7.4992992
197.30100000000004,197.3083176,150.00000000000006,2.29436137952637,3035.86256988,1.40000001204196,1.42000000023135,96.44598485599,2.60452627874462,20441.0003658137,7.155,7.4992992
197.35100000000006,197.3540376,150.00000000000009,2.29436137952637,3035.86256988,1.40000001204196,1.42000000023135,96.34936968118,3.28107943496199,20441.0003658137,7.167,16.113252
197.37600000000006,197.3845176,150.00000000000009,2.29436137952637,3035.86256988,1.40000001204196,1.42000000023135,96.34936968118,3.28107943496199,20441.0003658137,7.167,16.113252
197.42600000000007,197.4363336,150.00000000000009,2.29436137952637,3035.86256988,1.40000001204196,1.42000000023135,96.34936968118,3.28107943496199,20441.0003658137,7.167,16.113252
197.45100000000008,197.4515736,150.00000000000006,2.29436137952637,3035.86256988,1.40000001204196,1.42000000023135,96.34936968118,3.28107943496199,20441.0003658137,7.167,16.113252
197.80100000000016,197.8112376,150.00000000000006,2.29436137952637,3035.86256988,1.40000001204196,1.42000000023135,95.46713252153,4.49318068077026,20441.0003658137,7.206,11.516868
197.82600000000016,197.8447656,150.00000000000003,2.29436137952637,3035.86256988,1.40000001204196,1.42000000023135,95.46713252153,4.49318068077026,20441.0003658137,7.206,11.516868
198.15100000000024,198.1617576,150.00000000000003,2.29436137952637,3035.86256988,1.40000001204196,1.42000000023135,95.64584791531,5.16702220109097,20441.0003658137,7.213,43.507152
198.22600000000025,198.2318616,150.00000000000003,2.29436137952637,3035.86256988,1.40000001204196,1.42000000023135,95.64584791531,5.16702220109097,20441.0003658137,7.213,43.507152
198.25100000000026,198.2623416,150.0,2.29436137952637,3035.86256988,1.40000001204196,1.42000000023135,95.64584791531,5.16702220109097,20441.0003658137,7.213,43.507152
198.4510000000003,198.4574136,150.00000000000003,2.29436137952637,3035.86256988,1.40000001204196,1.42000000023135,95.37459967805,4.57181812177348,20441.0003658137,7.235,13.54836
198.50100000000032,198.5183736,150.0,2.29436137952637,3035.86256988,1.40000001204196,1.42000000023135,95.37459967805,4.57181812177348,20441.0003658137,7.235,13.54836
198.57600000000033,198.5732376,149.99999999999997,2.29436137952637,3035.86256988,1.40000001204196,1.42000000023135,95.36462064591,5.37717398308233,20441.0003658137,7.244,13.3825488
199.8010000000006,199.8046296,150.0,2.29436137952637,3035.86256988,1.40000001204196,1.42000000023135,95.38775385678,4.8185769883698,20441.0003658137,7.335,8.5910928
199.82600000000062,199.8351096,150.0,2.29436137952637,3035.86256988,1.40000001204196,1.42000000023135,95.38775385678,4.8185769883698,20441.0003658137,7.335,8.5910928
200.1260000000007,200.1368616,150.0,2.29436137952637,3035.86256988,1.40000001204196,1.42000000023135,95.30973596914,5.31345053951076,20441.0003658137,7.371,8.418576
200.1510000000007,200.1581976,150.0,2.29436137952637,3035.86256988,1.40000001204196,1.42000000023135,95.30973596914,5.31345053951076,20441.0003658137,7.371,8.418576
200.30100000000073,200.2984056,150.0,2.29436137952637,3035.86256988,1.40000001204196,1.42000000023135,95.02215840656,6.16083675721788,20441.0003658137,7.39,8.1293208
200.37600000000074,200.3867976,149.99999999999997,2.29436137952637,3035.86256988,1.40000001204196,1.42000000023135,95.02215840656,6.16083675721788,20441.0003658137,7.39,8.1293208
200.45100000000076,200.45690159999998,150.0,2.29436137952637,3035.86256988,1.40000001204196,1.42000000023135,95.0049218965,12.3948876836457,20441.0003658137,7.42,6.291072
200.55100000000078,200.5544376,150.0,2.29436137952637,3035.86256988,1.40000001204196,1.42000000023135,94.83028883405,8.0183073464319,20441.0003658137,7.441,6.0057792
200.75100000000083,200.7525576,150.0,2.29436137952637,3035.86256988,1.40000001204196,1.42000000023135,94.46378619909,7.95187226696366,20441.0003658137,7.462,7.1649336
200.87600000000086,200.8836216,149.99999999999994,2.29436137952637,3035.86256988,1.40000001204196,1.42000000023135,94.3608207311,6.81976428010694,20441.0003658137,7.484,7.18566
200.92600000000087,200.9354376,150.0,2.29436137952637,3035.86256988,1.40000001204196,1.42000000023135,94.3608207311,6.81976428010694,20441.0003658137,7.484,7.18566
201.0760000000009,201.0939336,149.99999999999997,2.29436137952637,3035.86256988,1.40000001204196,1.42000000023135,94.37715005642,7.98847935156861,20441.0003658137,7.504,7.2441816
201.20100000000093,201.2128056,150.0,2.29436137952637,3035.86256988,1.40000001204196,1.42000000023135,94.60394624142,6.42793289303917,20441.0003658137,7.523,7.7202792
201.22600000000094,201.2341416,149.99999999999997,2.29436137952637,3035.86256988,1.40000001204196,1.42000000023135,94.60394624142,6.42793289303917,20441.0003658137,7.523,7.7202792
201.32600000000096,201.3286296,150.0,2.29436137952637,3035.86256988,1.40000001204196,1.42000000023135,94.67470665114,7.35937982354284,20441.0003658137,7.541,8.2134456
201.35100000000097,201.3621576,150.0,2.29436137952637,3035.86256988,1.40000001204196,1.42000000023135,94.67470665114,7.35937982354284,20441.0003658137,7.541,8.2134456
